11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		    711,40	BRL	B-0808522	2415000	        28	GRAMPO LINHA VIVA BR   120/ 50	      711,40	B-0808522-SUPR	23.06.2020	AMA094543	1067903048		    711,40	SM para projeto	23.06.2020	4900403468
	*			B-0808522	2415000	       487	GRAMPO LINHA VIVA BR   120/ 50	   11.671,14
		      7,00	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	        7,00	B-0808522-SUPR	05.03.2020	AMA786593	1066351928		      7,00	SM para projeto	05.03.2020	4900153790
		     15,90	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       15,90	B-0808522-SUPR	25.05.2020	AMA418508	1067527131		     15,90	SM para projeto	25.05.2020	4900334370
		     24,50	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       24,50	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     24,50	SM para projeto	25.05.2020	4900336935
		    366,42	BRL	B-0808522	2420377	        92	BARRA TERMINAL   4/0 /2N	      366,42	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    366,42	SM para projeto	23.05.2020	4900331463
		-23,88	BRL	B-0808522	2420377	-6	BARRA TERMINAL   4/0 /2N	-23,88	B-0808522-SUPR	24.06.2020	CLB121525	1067929703		-23,88	DM para projeto	24.06.2020	4900407498
		-23,88	BRL	B-0808522	2420377	-6	BARRA TERMINAL   4/0 /2N	-23,88	B-0808522-SUPR	23.06.2020	CLB121525	1067918398		-23,88	DM para projeto	23.06.2020	4900405885
		-7,00	BRL	B-0808522	2420377	-2	BARRA TERMINAL   4/0 /2N	-7,00	B-0808522-SUPR	08.06.2020	AMA094543	1067722108		-7,00	DM para projeto	08.06.2020	4900366363
		-27,86	BRL	B-0808522	2420377	-7	BARRA TERMINAL   4/0 /2N	-27,86	B-0808522-SUPR	08.06.2020	AMA094543	1067722108		-27,86	DM para projeto	08.06.2020	4900366363
		     23,88	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       23,88	B-0808522-SUPR	23.06.2020	CLB119725	1067920402		     23,88	DM para projeto	23.06.2020	4900406022
		-7,96	BRL	B-0808522	2420377	-2	BARRA TERMINAL   4/0 /2N	-7,96	B-0808522-SUPR	17.07.2020	CLB121525	1068254696		-7,96	DM para projeto	17.07.2020	4900463680
		     47,90	BRL	B-0808522	2420377	        12	BARRA TERMINAL   4/0 /2N	       47,90	B-0808522-SUPR	26.06.2020	AMA094543	1067982664		     47,90	SM para projeto	26.06.2020	4900412320
		      9,97	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	        9,97	B-0808522-SUPR	27.07.2020	CLB151408	1068442570		      9,97	SM para projeto	27.07.2020	4900493058
		     30,87	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       30,87	B-0808522-SUPR	23.08.2020	CLB155407	1068850875		     30,87	SM para projeto	23.08.2020	4900563626
		     41,21	BRL	B-0808522	2420377	         8	BARRA TERMINAL   4/0 /2N	       41,21	B-0808522-SUPR	21.08.2020	CLB121525	1068835605		     41,21	SM para projeto	21.08.2020	4900562747
		     82,12	BRL	B-0808522	2420377	        16	BARRA TERMINAL   4/0 /2N	       82,12	B-0808522-SUPR	18.08.2020	CLB162622	1068765063		     82,12	SM para projeto	18.08.2020	4900550134
		     22,09	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       22,09	B-0808522-SUPR	24.09.2020	CLB155407	1069346163		     22,09	JOGO C/ RESERVA: 10014403	24.09.2020	4900644776
		     33,06	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       33,06	B-0808522-SUPR	26.09.2020	CLB155407	1069388620		     33,06	SM para projeto	26.09.2020	4900652315
		     33,02	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       33,02	B-0808522-SUPR	23.09.2020	CLB155407	1069321895		     33,02	SM para projeto	23.09.2020	4900640462
		    110,06	BRL	B-0808522	2420377	        20	BARRA TERMINAL   4/0 /2N	      110,06	B-0808522-SUPR	23.09.2020	CLB155407	1069325133		    110,06	SM para projeto	23.09.2020	4900640795
		     11,01	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       11,01	B-0808522-SUPR	22.09.2020	CLB155407	1069293217		     11,01	SM para projeto	22.09.2020	4900635916
		     66,06	BRL	B-0808522	2420377	        12	BARRA TERMINAL   4/0 /2N	       66,06	B-0808522-SUPR	22.09.2020	CLB155407	1069304966		     66,06	SM para projeto	22.09.2020	4900637341
		     33,07	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       33,07	B-0808522-SUPR	05.10.2020	CLB155407	1069557517		     33,07	SM para projeto	05.10.2020	4900670429
		     44,04	BRL	B-0808522	2420377	         8	BARRA TERMINAL   4/0 /2N	       44,04	B-0808522-SUPR	17.10.2020	CLB155407	1069703428		     44,04	SM para projeto	17.10.2020	4900703041
		     22,02	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       22,02	B-0808522-SUPR	17.10.2020	CLB155407	1069703416		     22,02	SM para projeto	17.10.2020	4900702989
		     22,02	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       22,02	B-0808522-SUPR	16.10.2020	CLB155407	1069684766		     22,02	SM para projeto	16.10.2020	4900699738
		     22,02	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       22,02	B-0808522-SUPR	16.10.2020	CLB162622	1069693814		     22,02	SM para projeto	16.10.2020	4900702359
		    121,12	BRL	B-0808522	2420377	        22	BARRA TERMINAL   4/0 /2N	      121,12	B-0808522-SUPR	15.10.2020	CLB155407	1069673671		    121,12	SM para projeto	15.10.2020	4900697783
		     11,01	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       11,01	B-0808522-SUPR	13.10.2020	CLB155407	1069635468		     11,01	SM para projeto	13.10.2020	4900689216
		     11,02	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       11,02	B-0808522-SUPR	07.10.2020	CLB155407	1069583353		     11,02	SM para projeto	07.10.2020	4900677280
		     11,02	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       11,02	B-0808522-SUPR	06.10.2020	CLB155407	1069564250		     11,02	SM para projeto	06.10.2020	4900671754
		     21,98	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       21,98	B-0808522-SUPR	23.10.2020	CLB155407	1069789168		     21,98	SM para projeto	23.10.2020	4900722627
		     10,99	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,99	B-0808522-SUPR	23.10.2020	CLB155407	1069793575		     10,99	SM para projeto	23.10.2020	4900724074
		     43,96	BRL	B-0808522	2420377	         8	BARRA TERMINAL   4/0 /2N	       43,96	B-0808522-SUPR	23.10.2020	CLB155407	1069793749		     43,96	SM para projeto	23.10.2020	4900724282
		     10,99	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,99	B-0808522-SUPR	22.10.2020	CLB155407	1069768280		     10,99	SM para projeto	22.10.2020	4900719085
		     21,99	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       21,99	B-0808522-SUPR	21.10.2020	CLB155407	1069754634		     21,99	SM para projeto	21.10.2020	4900715897
		     33,07	BRL	B-0808522	2420377	         6	BARRA TERMINAL   4/0 /2N	       33,07	B-0808522-SUPR	02.10.2020	CLB155407	1069540850		     33,07	SM para projeto	02.10.2020	4900666310
		     76,96	BRL	B-0808522	2420377	        14	BARRA TERMINAL   4/0 /2N	       76,96	B-0808522-SUPR	22.10.2020	CLB151408	1069764012		     76,96	SM para projeto	22.10.2020	4900718058
		-7,96	BRL	B-0808522	2420377	-2	BARRA TERMINAL   4/0 /2N	-7,96	B-0808522-SUPR	20.11.2020	CLB121525	1070243804		-7,96	DM para projeto	20.11.2020	4900801373
		     10,97	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,97	B-0808522-SUPR	06.11.2020	CLB121525	1070068882		     10,97	SM para projeto	06.11.2020	4900757078
		     21,80	BRL	B-0808522	2420377	         4	BARRA TERMINAL   4/0 /2N	       21,80	B-0808522-SUPR	21.11.2020	CLB151408	1070262728		     21,80	SM para projeto	21.11.2020	4900804682
		     10,94	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,94	B-0808522-SUPR	19.11.2020	CLB155407	1070225189		     10,94	SM para projeto	19.11.2020	4900796463
		     10,97	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,97	B-0808522-SUPR	13.11.2020	CLB155407	1070148928		     10,97	SM para projeto	13.11.2020	4900775125
		     10,80	BRL	B-0808522	2420377	         2	BARRA TERMINAL   4/0 /2N	       10,80	B-0808522-SUPR	15.12.2020	CLB162474	1070634628		     10,80	SM para projeto	15.12.2020	4900859596
	*			B-0808522	2420377	       285	BARRA TERMINAL   4/0 /2N	    1.409,29
		     22,19	BRL	B-0808522	2450019	        10	LUVA EMENDA CP CA/CAL  35,0MM2	       22,19	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		     22,19	SM para projeto	23.05.2020	4900331463
	*			B-0808522	2450019	        10	LUVA EMENDA CP CA/CAL  35,0MM2	       22,19
		     28,04	BRL	B-0808522	2454000	         4	EMENDA PREF TOTAL AL CAA 4 SWAN	       28,04	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		     28,04	B0808522SUPR	08.08.2019	4900644044
		     14,05	BRL	B-0808522	2454000	         2	EMENDA PREF TOTAL AL CAA 4 SWAN	       14,05	B-0808522-SUPR	05.03.2020	AMA786593	1066351928		     14,05	SM para projeto	05.03.2020	4900153790
		    623,03	BRL	B-0808522	2454000	        85	EMENDA PREF TOTAL AL CAA 4 SWAN	      623,03	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    623,03	SM para projeto	23.05.2020	4900331463
		     14,72	BRL	B-0808522	2454000	         2	EMENDA PREF TOTAL AL CAA 4 SWAN	       14,72	B-0808522-SUPR	15.05.2020	AMA094543	1067370042		     14,72	SM para projeto	15.05.2020	4900310476
		     87,97	BRL	B-0808522	2454000	        12	EMENDA PREF TOTAL AL CAA 4 SWAN	       87,97	B-0808522-SUPR	22.06.2020	AMA094543	1067893044		     87,97	SM para projeto	22.06.2020	4900402420
		     14,66	BRL	B-0808522	2454000	         2	EMENDA PREF TOTAL AL CAA 4 SWAN	       14,66	B-0808522-SUPR	22.06.2020	AMA094543	1067886758		     14,66	SM para projeto	22.06.2020	4900400192
		     43,98	BRL	B-0808522	2454000	         6	EMENDA PREF TOTAL AL CAA 4 SWAN	       43,98	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		     43,98	SM para projeto	24.06.2020	4900406348
	*			B-0808522	2454000	       113	EMENDA PREF TOTAL AL CAA 4 SWAN	      826,45
		    685,99	BRL	B-0808522	2460000	        32	CONETOR ESTRB AL PROT 15KV  70,0MM2/35MM	      685,99	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    685,99	SM para projeto	05.06.2020	4900365328
	*			B-0808522	2460000	        32	CONETOR ESTRB AL PROT 15KV  70,0MM2/35MM	      685,99
		    586,07	BRL	B-0808522	2460002	        36	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	      586,07	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		    586,07	SM para projeto	22.05.2020	4900328898
		    325,66	BRL	B-0808522	2460002	        20	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	      325,66	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    325,66	SM para projeto	23.05.2020	4900331463
		    130,21	BRL	B-0808522	2460002	         8	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	      130,21	B-0808522-SUPR	15.05.2020	AMA866598	1067375134		    130,21	SM para projeto	15.05.2020	4900311448
		    260,53	BRL	B-0808522	2460002	        16	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	      260,53	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    260,53	SM para projeto	05.06.2020	4900365328
		     65,13	BRL	B-0808522	2460002	         4	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	       65,13	B-0808522-SUPR	22.06.2020	AMA094543	1067888584		     65,13	SM para projeto	22.06.2020	4900400644
	*			B-0808522	2460002	        84	CONETOR ESTRB AL PROT 15KV  35,0MM2/35MM	    1.367,60
		    969,15	BRL	B-0808522	2461003	        54	CONETOR IMPACT AL PROT 15KV  70,0/ 70,0	      969,15	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    969,15	SM para projeto	05.06.2020	4900365328
	*			B-0808522	2461003	        54	CONETOR IMPACT AL PROT 15KV  70,0/ 70,0	      969,15
		    108,47	BRL	B-0808522	2461007	         4	CONETOR IMPACT AL PROT 15KV  70,0/ 35,0	      108,47	B-0808522-SUPR	22.06.2020	AMA094543	1067893044		    108,47	SM para projeto	22.06.2020	4900402420
	*			B-0808522	2461007	         4	CONETOR IMPACT AL PROT 15KV  70,0/ 35,0	      108,47
		    552,76	BRL	B-0808522	2461009	        44	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	      552,76	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		    552,76	SM para projeto	22.05.2020	4900328898
		    527,73	BRL	B-0808522	2461009	        42	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	      527,73	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    527,73	SM para projeto	23.05.2020	4900331463
		    226,17	BRL	B-0808522	2461009	        18	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	      226,17	B-0808522-SUPR	22.05.2020	AMA094543	1067486709		    226,17	SM para projeto	22.05.2020	4900330087
		    301,56	BRL	B-0808522	2461009	        24	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	      301,56	B-0808522-SUPR	15.05.2020	AMA866598	1067375134		    301,56	SM para projeto	15.05.2020	4900311448
		    175,91	BRL	B-0808522	2461009	        14	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	      175,91	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    175,91	SM para projeto	05.06.2020	4900365328
		     96,81	BRL	B-0808522	2461009	         8	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	       96,81	B-0808522-SUPR	22.06.2020	AMA094543	1067888584		     96,81	SM para projeto	22.06.2020	4900400644
	*			B-0808522	2461009	       150	CONETOR IMPACT AL PROT 15KV  35,0/ 35,0	    1.880,94
		     24,50	BRL	B-0808522	2660000	         4	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       24,50	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		     24,50	B0808522SUPR	08.08.2019	4900644044
		     12,13	BRL	B-0808522	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       12,13	B-0808522-SUPR	27.01.2020	AMA094543	1065664773		     12,13	SM para projeto	27.01.2020	4900060250
		      5,83	BRL	B-0808522	2660000	         1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	        5,83	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		      5,83	SM para projeto	22.05.2020	4900328898
		     17,51	BRL	B-0808522	2660000	         3	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       17,51	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     17,51	SM para projeto	25.05.2020	4900336935
		     11,64	BRL	B-0808522	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       11,64	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		     11,64	SM para projeto	14.05.2020	4900308360
		    192,68	BRL	B-0808522	2660000	        33	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	      192,68	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    192,68	SM para projeto	23.05.2020	4900331463
		-6,13	BRL	B-0808522	2660000	-1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	-6,13	B-0808522-SUPR	22.06.2020	AMA866598	1067886177		-6,13	DM para projeto	22.06.2020	4900400807
		    431,68	BRL	B-0808522	2660000	        74	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	      431,68	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    431,68	SM para projeto	05.06.2020	4900365328
		     17,50	BRL	B-0808522	2660000	         3	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       17,50	B-0808522-SUPR	22.06.2020	AMA094543	1067886758		     17,50	SM para projeto	22.06.2020	4900400192
		     22,08	BRL	B-0808522	2660000	         3	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       22,08	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		     22,08	SM para projeto	24.06.2020	4900406348
		      7,36	BRL	B-0808522	2660000	         1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	        7,36	B-0808522-SUPR	23.06.2020	AMA866598	1067903906		      7,36	SM para projeto	23.06.2020	4900405452
		     11,67	BRL	B-0808522	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       11,67	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		     11,67	SM para projeto	23.06.2020	4900403343
	*			B-0808522	2660000	       127	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	      748,45
		      9,98	BRL	B-0808522	2660001	         4	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        9,98	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		      9,98	B0808522SUPR	08.08.2019	4900644044
		      2,46	BRL	B-0808522	2660001	         1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        2,46	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		      2,46	SM para projeto	22.05.2020	4900328898
		     12,27	BRL	B-0808522	2660001	         5	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	       12,27	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     12,27	SM para projeto	25.05.2020	4900336935
		     12,29	BRL	B-0808522	2660001	         5	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	       12,29	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		     12,29	SM para projeto	14.05.2020	4900308360
		     93,29	BRL	B-0808522	2660001	        38	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	       93,29	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		     93,29	SM para projeto	23.05.2020	4900331463
		-2,50	BRL	B-0808522	2660001	-1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	-2,50	B-0808522-SUPR	22.06.2020	AMA866598	1067886177		-2,50	DM para projeto	22.06.2020	4900400807
		    308,43	BRL	B-0808522	2660001	       126	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	      308,43	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    308,43	SM para projeto	05.06.2020	4900365328
		      9,78	BRL	B-0808522	2660001	         4	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        9,78	B-0808522-SUPR	22.06.2020	AMA094543	1067886761		      9,78	SM para projeto	22.06.2020	4900400195
		      2,45	BRL	B-0808522	2660001	         1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        2,45	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		      2,45	SM para projeto	24.06.2020	4900406348
		      9,79	BRL	B-0808522	2660001	         4	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        9,79	B-0808522-SUPR	23.06.2020	AMA866598	1067903906		      9,79	SM para projeto	23.06.2020	4900405452
		      4,89	BRL	B-0808522	2660001	         2	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        4,89	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		      4,89	SM para projeto	23.06.2020	4900403343
	*			B-0808522	2660001	       189	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	      463,13
		     15,60	BRL	B-0808522	2660002	         3	FITA ISOL PVC 19,0MM VERMELHA	       15,60	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		     15,60	B0808522SUPR	08.08.2019	4900644044
		      5,29	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,29	B-0808522-SUPR	27.01.2020	AMA094543	1065664773		      5,29	SM para projeto	27.01.2020	4900060250
		      5,26	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,26	B-0808522-SUPR	05.03.2020	AMA786593	1066351928		      5,26	SM para projeto	05.03.2020	4900153790
		      5,32	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,32	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		      5,32	SM para projeto	22.05.2020	4900328898
		     31,91	BRL	B-0808522	2660002	         6	FITA ISOL PVC 19,0MM VERMELHA	       31,91	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     31,91	SM para projeto	25.05.2020	4900336935
		      5,34	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,34	B-0808522-SUPR	14.05.2020	AMA866598	1067362391		      5,34	SM para projeto	14.05.2020	4900309295
		     26,70	BRL	B-0808522	2660002	         5	FITA ISOL PVC 19,0MM VERMELHA	       26,70	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		     26,70	SM para projeto	14.05.2020	4900308360
		    244,79	BRL	B-0808522	2660002	        46	FITA ISOL PVC 19,0MM VERMELHA	      244,79	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    244,79	SM para projeto	23.05.2020	4900331463
		      5,33	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,33	B-0808522-SUPR	19.05.2020	AMA866598	1067423087		      5,33	SM para projeto	19.05.2020	4900318922
		    733,24	BRL	B-0808522	2660002	       138	FITA ISOL PVC 19,0MM VERMELHA	      733,24	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    733,24	SM para projeto	05.06.2020	4900365328
		      5,31	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,31	B-0808522-SUPR	22.06.2020	AMA094543	1067893044		      5,31	SM para projeto	22.06.2020	4900402420
		     15,93	BRL	B-0808522	2660002	         3	FITA ISOL PVC 19,0MM VERMELHA	       15,93	B-0808522-SUPR	22.06.2020	AMA094543	1067886761		     15,93	SM para projeto	22.06.2020	4900400195
		      5,31	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,31	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		      5,31	SM para projeto	24.06.2020	4900406348
		     26,54	BRL	B-0808522	2660002	         5	FITA ISOL PVC 19,0MM VERMELHA	       26,54	B-0808522-SUPR	23.06.2020	AMA866598	1067903906		     26,54	SM para projeto	23.06.2020	4900405452
		     15,93	BRL	B-0808522	2660002	         3	FITA ISOL PVC 19,0MM VERMELHA	       15,93	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		     15,93	SM para projeto	23.06.2020	4900403343
		      5,31	BRL	B-0808522	2660002	         1	FITA ISOL PVC 19,0MM VERMELHA	        5,31	B-0808522-SUPR	23.06.2020	AMA094543	1067903048		      5,31	SM para projeto	23.06.2020	4900403468
	*			B-0808522	2660002	       217	FITA ISOL PVC 19,0MM VERMELHA	    1.153,11
		     15,81	BRL	B-0808522	2660003	         3	FITA ISOL PVC 19,0MM AZUL	       15,81	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		     15,81	B0808522SUPR	08.08.2019	4900644044
		      5,45	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,45	B-0808522-SUPR	27.01.2020	AMA094543	1065664773		      5,45	SM para projeto	27.01.2020	4900060250
		      5,44	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,44	B-0808522-SUPR	05.03.2020	AMA786593	1066351928		      5,44	SM para projeto	05.03.2020	4900153790
		      5,43	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,43	B-0808522-SUPR	22.05.2020	AMA094543	1067483189		      5,43	SM para projeto	22.05.2020	4900328898
		     10,86	BRL	B-0808522	2660003	         2	FITA ISOL PVC 19,0MM AZUL	       10,86	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     10,86	SM para projeto	25.05.2020	4900336935
		      5,43	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,43	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		      5,43	SM para projeto	14.05.2020	4900308360
		    135,79	BRL	B-0808522	2660003	        25	FITA ISOL PVC 19,0MM AZUL	      135,79	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		    135,79	SM para projeto	23.05.2020	4900331463
		    200,83	BRL	B-0808522	2660003	        37	FITA ISOL PVC 19,0MM AZUL	      200,83	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		    200,83	SM para projeto	05.06.2020	4900365328
		      5,51	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,51	B-0808522-SUPR	22.06.2020	AMA094543	1067886761		      5,51	SM para projeto	22.06.2020	4900400195
		      5,50	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,50	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		      5,50	SM para projeto	24.06.2020	4900406348
		      5,50	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,50	B-0808522-SUPR	23.06.2020	AMA866598	1067903906		      5,50	SM para projeto	23.06.2020	4900405452
		     11,01	BRL	B-0808522	2660003	         2	FITA ISOL PVC 19,0MM AZUL	       11,01	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		     11,01	SM para projeto	23.06.2020	4900403343
		      5,50	BRL	B-0808522	2660003	         1	FITA ISOL PVC 19,0MM AZUL	        5,50	B-0808522-SUPR	23.06.2020	AMA094543	1067903048		      5,50	SM para projeto	23.06.2020	4900403468
	*			B-0808522	2660003	        77	FITA ISOL PVC 19,0MM AZUL	      418,06
		     27,30	BRL	B-0808522	2660005	         5	FITA ISOL PVC 19,0MM BRANCA	       27,30	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		     27,30	SM para projeto	23.05.2020	4900331463
		      5,45	BRL	B-0808522	2660005	         1	FITA ISOL PVC 19,0MM BRANCA	        5,45	B-0808522-SUPR	19.05.2020	AMA866598	1067423087		      5,45	SM para projeto	19.05.2020	4900318922
		-5,46	BRL	B-0808522	2660005	-1	FITA ISOL PVC 19,0MM BRANCA	-5,46	B-0808522-SUPR	23.06.2020	AMA094543	1067900407		-5,46	DM para projeto	23.06.2020	4900403932
		-5,45	BRL	B-0808522	2660005	-1	FITA ISOL PVC 19,0MM BRANCA	-5,45	B-0808522-SUPR	08.06.2020	AMA094543	1067722108		-5,45	DM para projeto	08.06.2020	4900366363
	*			B-0808522	2660005	         4	FITA ISOL PVC 19,0MM BRANCA	       21,84
		     10,98	BRL	B-0808522	2660008	         2	FITA ISOL PVC 19,0MM MARROM	       10,98	B-0808522-SUPR	23.05.2020	AMA713570	1067496480		     10,98	SM para projeto	23.05.2020	4900331463
		     21,94	BRL	B-0808522	2660008	         4	FITA ISOL PVC 19,0MM MARROM	       21,94	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		     21,94	SM para projeto	05.06.2020	4900365328
	*			B-0808522	2660008	         6	FITA ISOL PVC 19,0MM MARROM	       32,92
		     13,77	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       13,77	B-0808522-SUPR	22.08.2019	AMA299551	1063254067		     13,77	B0808522SUPR	22.08.2019	4900691081
